row,col,dir,d_h_bin,d_l_bin,d_r_bin,action,q_value,sa_visit_count,tension
57,63,4,3,4,4,0,0.000000,0,0.000000
57,63,4,3,4,4,1,0.000000,0,0.000000
57,63,4,3,4,4,2,0.000000,0,0.000000
57,63,4,3,4,4,3,0.000000,0,0.000000
57,63,4,3,4,4,4,0.000000,0,0.000000
57,63,4,3,4,4,5,0.000000,0,0.000000
57,63,4,3,4,4,6,0.000000,0,0.000000
57,63,4,3,4,4,7,-1.938677,1,0.000000
57,65,4,4,4,4,0,0.000000,0,0.000000
57,65,4,4,4,4,1,1.260163,1,0.000000
57,65,4,4,4,4,2,0.000000,0,0.000000
57,65,4,4,4,4,3,0.000000,0,0.000000
57,65,4,4,4,4,4,0.000000,0,0.000000
57,65,4,4,4,4,5,0.000000,0,0.000000
57,65,4,4,4,4,6,0.000000,0,0.000000
57,65,4,4,4,4,7,0.000000,0,0.000000
58,62,7,4,4,4,0,0.000000,0,0.000000
58,62,7,4,4,4,1,1.246136,1,0.000000
58,62,7,4,4,4,2,0.000000,0,0.000000
58,62,7,4,4,4,3,0.000000,0,0.000000
58,62,7,4,4,4,4,0.000000,0,0.000000
58,62,7,4,4,4,5,0.000000,0,0.000000
58,62,7,4,4,4,6,0.000000,0,0.000000
58,62,7,4,4,4,7,0.000000,0,0.000000
58,63,4,4,4,4,0,0.000000,0,0.000000
58,63,4,4,4,4,1,0.000000,0,0.000000
58,63,4,4,4,4,2,0.000000,0,0.000000
58,63,4,4,4,4,3,0.000000,0,0.000000
58,63,4,4,4,4,4,-0.501130,1,0.000001
58,63,4,4,4,4,5,0.000000,0,0.000000
58,63,4,4,4,4,6,0.000000,0,0.000000
58,63,4,4,4,4,7,0.000000,0,0.000000
58,65,3,4,4,4,0,0.000000,0,0.000000
58,65,3,4,4,4,1,0.000000,0,0.000000
58,65,3,4,4,4,2,0.000000,0,0.000000
58,65,3,4,4,4,3,0.000000,0,0.000000
58,65,3,4,4,4,4,-0.674571,1,0.000000
58,65,3,4,4,4,5,0.000000,0,0.000000
58,65,3,4,4,4,6,0.000000,0,0.000000
58,65,3,4,4,4,7,0.000000,0,0.000000
58,65,4,4,4,3,0,0.000000,0,0.000000
58,65,4,4,4,3,1,0.000000,0,0.000000
58,65,4,4,4,3,2,0.000000,0,0.000000
58,65,4,4,4,3,3,0.000000,0,0.000000
58,65,4,4,4,3,4,0.000000,0,0.000000
58,65,4,4,4,3,5,0.000000,0,0.000000
58,65,4,4,4,3,6,0.000000,0,0.000000
58,65,4,4,4,3,7,-1.951659,1,0.000000
58,66,1,4,4,4,0,0.000000,0,0.000000
58,66,1,4,4,4,1,0.000000,0,0.000000
58,66,1,4,4,4,2,0.000000,0,0.000000
58,66,1,4,4,4,3,0.000000,0,0.000000
58,66,1,4,4,4,4,0.000000,0,0.000000
58,66,1,4,4,4,5,0.000000,0,0.000000
58,66,1,4,4,4,6,0.000000,0,0.000000
58,66,1,4,4,4,7,-1.951243,1,0.000000
59,63,1,4,4,4,0,0.000000,0,0.000000
59,63,1,4,4,4,1,0.000000,0,0.000000
59,63,1,4,4,4,2,0.000000,0,0.000000
59,63,1,4,4,4,3,0.000000,0,0.000000
59,63,1,4,4,4,4,0.000000,0,0.000000
59,63,1,4,4,4,5,0.000000,0,0.000000
59,63,1,4,4,4,6,0.000000,0,0.000000
59,63,1,4,4,4,7,-1.966187,1,0.000000
59,63,5,3,4,4,0,0.000000,0,0.000000
59,63,5,3,4,4,1,0.000000,0,0.000000
59,63,5,3,4,4,2,0.000000,0,0.000000
59,63,5,3,4,4,3,0.000000,0,0.000000
