row,col,dir,d_h_bin,d_l_bin,d_r_bin,action,q_value,sa_visit_count,tension
58,23,5,4,4,4,0,0.000000,0,0.000000
58,23,5,4,4,4,1,0.000000,0,0.000000
58,23,5,4,4,4,2,1.194960,1,0.000000
58,23,5,4,4,4,3,0.000000,0,0.000000
58,23,5,4,4,4,4,0.000000,0,0.000000
58,23,5,4,4,4,5,0.000000,0,0.000000
58,23,5,4,4,4,6,0.000000,0,0.000000
58,23,5,4,4,4,7,0.000000,0,0.000000
58,24,2,4,4,4,0,0.000000,0,0.000000
58,24,2,4,4,4,1,0.000000,0,0.000000
58,24,2,4,4,4,2,1.195167,1,0.000000
58,24,2,4,4,4,3,0.000000,0,0.000000
58,24,2,4,4,4,4,0.000000,0,0.000000
58,24,2,4,4,4,5,0.000000,0,0.000000
58,24,2,4,4,4,6,0.000000,0,0.000000
58,24,2,4,4,4,7,0.000000,0,0.000000
58,25,2,4,4,4,0,0.000000,0,0.000000
58,25,2,4,4,4,1,0.000000,0,0.000000
58,25,2,4,4,4,2,0.000000,0,0.000000
58,25,2,4,4,4,3,0.000000,0,0.000000
58,25,2,4,4,4,4,0.000000,0,0.000000
58,25,2,4,4,4,5,0.000000,0,0.000000
58,25,2,4,4,4,6,0.000000,0,0.000000
58,25,2,4,4,4,7,-1.964068,1,0.000000
58,25,4,4,4,4,0,0.000000,0,0.000000
58,25,4,4,4,4,1,0.000000,0,0.000000
58,25,4,4,4,4,2,0.000000,0,0.000000
58,25,4,4,4,4,3,0.000000,0,0.000000
58,25,4,4,4,4,4,0.000000,0,0.000000
58,25,4,4,4,4,5,0.000000,0,0.000000
58,25,4,4,4,4,6,0.000000,0,0.000000
58,25,4,4,4,4,7,-1.964068,1,0.000000
58,59,4,4,4,2,0,0.000000,0,0.000000
58,59,4,4,4,2,1,1.245022,1,0.000000
58,59,4,4,4,2,2,0.000000,0,0.000000
58,59,4,4,4,2,3,0.000000,0,0.000000
58,59,4,4,4,2,4,0.000000,0,0.000000
58,59,4,4,4,2,5,0.000000,0,0.000000
58,59,4,4,4,2,6,0.000000,0,0.000000
58,59,4,4,4,2,7,0.000000,0,0.000000
58,68,3,4,4,4,0,0.000000,0,0.000000
58,68,3,4,4,4,1,1.248532,1,0.000000
58,68,3,4,4,4,2,0.000000,0,0.000000
58,68,3,4,4,4,3,0.000000,0,0.000000
58,68,3,4,4,4,4,0.000000,0,0.000000
58,68,3,4,4,4,5,0.000000,0,0.000000
58,68,3,4,4,4,6,0.000000,0,0.000000
58,68,3,4,4,4,7,0.000000,0,0.000000
58,192,5,4,4,4,0,0.101719,1,0.000000
58,192,5,4,4,4,1,0.000000,0,0.000000
58,192,5,4,4,4,2,0.000000,0,0.000000
58,192,5,4,4,4,3,0.000000,0,0.000000
58,192,5,4,4,4,4,0.000000,0,0.000000
58,192,5,4,4,4,5,0.000000,0,0.000000
