row,col,dir,d_h_bin,d_l_bin,d_r_bin,action,q_value,sa_visit_count,tension
56,56,5,4,4,4,7,-1.929582,1,0.000000
57,55,7,4,4,4,2,1.184435,1,0.000000
57,56,2,4,4,1,0,-0.343080,1,0.000000
57,57,4,1,3,4,7,-1.942246,1,0.000000
57,57,5,4,1,4,5,-2.246936,1,0.000000
58,56,0,4,4,4,7,-1.955521,1,0.000000
58,56,7,4,4,4,0,-0.355763,1,0.000000
58,56,7,4,4,4,1,0.000000,0,0.000000
58,56,7,4,4,4,2,0.000000,0,0.000000
58,56,7,4,4,4,3,0.000000,0,0.000000
58,56,7,4,4,4,4,0.000000,0,0.000000
58,56,7,4,4,4,5,0.000000,0,0.000000
58,56,7,4,4,4,6,0.000000,0,0.000000
58,56,7,4,4,4,7,0.000000,0,0.000000
58,57,5,4,2,4,4,-0.592178,1,0.000001
58,58,3,4,4,3,5,-2.207778,1,0.000000
58,59,3,4,4,4,0,-0.354676,1,0.000000
58,59,4,4,4,2,2,1.149487,2,0.000000
58,60,2,4,4,4,7,-3.127394,2,0.000000
58,60,3,4,4,3,1,1.992593,2,0.000000
58,60,4,3,4,4,7,-1.954621,1,0.000000
58,62,4,3,4,3,1,1.246115,1,0.000000
58,185,3,4,4,4,0,1.019637,1,0.000000
58,185,3,4,4,4,1,0.000000,0,0.000000
58,185,3,4,4,4,2,0.000000,0,0.000000
58,185,3,4,4,4,3,0.000000,0,0.000000
58,185,3,4,4,4,4,0.000000,0,0.000000
58,185,3,4,4,4,5,0.000000,0,0.000000
58,185,3,4,4,4,6,0.000000,0,0.000000
58,185,3,4,4,4,7,0.000000,0,0.000000
58,185,4,4,4,4,2,-1.454350,1,0.000000
58,185,5,4,3,4,0,0.792148,1,0.000000
58,185,5,4,3,4,1,0.000000,0,0.000000
58,185,5,4,3,4,2,0.000000,0,0.000000
58,185,5,4,3,4,3,0.000000,0,0.000000
58,185,5,4,3,4,4,0.000000,0,0.000000
58,185,5,4,3,4,5,0.000000,0,0.000000
58,185,5,4,3,4,6,0.000000,0,0.000000
58,185,5,4,3,4,7,0.000000,0,0.000000
58,186,2,4,4,4,0,0.630796,1,0.000000
58,186,2,4,4,4,1,0.000000,0,0.000000
58,186,2,4,4,4,2,0.000000,0,0.000000
58,186,2,4,4,4,3,0.000000,0,0.000000
58,186,2,4,4,4,4,0.000000,0,0.000000
58,186,2,4,4,4,5,0.000000,0,0.000000
58,186,2,4,4,4,6,0.000000,0,0.000000
58,186,2,4,4,4,7,0.000000,0,0.000000
59,55,5,4,4,4,1,1.231270,1,0.000000
59,55,6,4,4,4,2,1.186730,1,0.000000
59,55,7,4,4,4,2,1.186730,1,0.000000
59,56,0,4,4,4,6,-2.006943,1,0.000000
59,56,2,4,4,4,1,1.231515,1,0.000000
59,56,2,4,4,4,2,1.186600,1,0.000000
59,56,6,4,4,4,0,-0.368455,1,0.000000
59,57,2,4,4,4,2,1.186386,1,0.000000
59,57,4,2,4,4,6,-2.007642,1,0.000000
59,57,6,4,4,4,3,1.047381,1,0.000000
59,58,2,4,4,4,3,1.041023,1,0.000000
59,58,3,4,4,3,0,-0.367943,1,0.000000
59,58,6,4,4,4,5,-2.164333,1,0.000000
59,58,6,4,4,4,6,-2.008277,1,0.000000
59,59,0,4,4,4,6,-2.008930,1,0.000000
59,59,3,4,4,4,3,1.138874,1,0.000000
59,59,3,4,4,4,4,-0.551991,1,0.000000
59,59,7,4,4,4,3,1.612202,1,0.000000
